tag,unit,start,end,value,fy,fp,form,fyEnd,frame,accn
Revenues,USD,2012-04-01,2012-06-30,26653000,2013,FY,10-K,,CY2012Q2,0001193125-14-069681
Revenues,USD,2012-01-01,2012-09-30,106924000,2012,Q3,10-Q,,,0001193125-12-457610
Revenues,USD,2012-01-01,2012-09-30,106924000,2013,Q3,10-Q,,,0001193125-13-435480
Revenues,USD,2012-07-01,2012-09-30,50104000,2012,Q3,10-Q,,,0001193125-12-457610
Revenues,USD,2012-07-01,2012-09-30,50104000,2012,FY,10-K,,,0001193125-13-096241
Revenues,USD,2012-07-01,2012-09-30,50104000,2013,Q3,10-Q,,,0001193125-13-435480
Revenues,USD,2012-07-01,2012-09-30,50104000,2013,FY,10-K,,CY2012Q3,0001193125-14-069681
Revenues,USD,2012-01-01,2012-12-31,413256000,2012,FY,10-K,,,0001193125-13-096241
Revenues,USD,2012-01-01,2012-12-31,413256000,2013,FY,10-K,,,0001193125-14-069681
Revenues,USD,2012-01-01,2012-12-31,413256000,2014,FY,10-K,,CY2012,0001564590-15-001031
Revenues,USD,2012-10-01,2012-12-31,306332000,2012,FY,10-K,,,0001193125-13-096241
Revenues,USD,2012-10-01,2012-12-31,306332000,2013,FY,10-K,,CY2012Q4,0001193125-14-069681
StockholdersEquity,USD,,2008-12-31,-199714000,2011,FY,10-K,,,0001193125-12-081990
StockholdersEquity,USD,,2008-12-31,-199714000,2011,FY,10-K/A,,CY2008Q4I,0001193125-12-137560
StockholdersEquity,USD,,2009-12-31,-253523000,2011,FY,10-K,,,0001193125-12-081990
StockholdersEquity,USD,,2009-12-31,-253523000,2011,FY,10-K/A,,,0001193125-12-137560
StockholdersEquity,USD,,2009-12-31,-253523000,2012,FY,10-K,,CY2009Q4I,0001193125-13-096241
StockholdersEquity,USD,,2010-12-31,207048000,2011,Q2,10-Q,,,0001193125-11-221497
StockholdersEquity,USD,,2010-12-31,207048000,2011,Q3,10-Q,,,0001193125-11-308489
StockholdersEquity,USD,,2010-12-31,207048000,2011,FY,10-K,,,0001193125-12-081990
StockholdersEquity,USD,,2010-12-31,207048000,2011,FY,10-K/A,,,0001193125-12-137560
StockholdersEquity,USD,,2010-12-31,207048000,2012,FY,10-K,,,0001193125-13-096241
StockholdersEquity,USD,,2010-12-31,207048000,2013,FY,10-K,,CY2010Q4I,0001193125-14-069681
StockholdersEquity,USD,,2011-06-30,348452000,2011,Q2,10-Q,,CY2011Q2I,0001193125-11-221497
StockholdersEquity,USD,,2011-09-30,294118000,2011,Q3,10-Q,,CY2011Q3I,0001193125-11-308489
StockholdersEquity,USD,,2011-12-31,224045000,2011,FY,10-K,,,0001193125-12-081990
StockholdersEquity,USD,,2011-12-31,224045000,2011,FY,10-K/A,,,0001193125-12-137560
StockholdersEquity,USD,,2011-12-31,224045000,2012,Q1,10-Q,,,0001193125-12-225825
StockholdersEquity,USD,,2011-12-31,224045000,2012,Q2,10-Q,,,0001193125-12-332138
StockholdersEquity,USD,,2011-12-31,224045000,2012,Q3,10-Q,,,0001193125-12-457610
StockholdersEquity,USD,,2011-12-31,224045000,2012,FY,10-K,,,0001193125-13-096241
StockholdersEquity,USD,,2011-12-31,224045000,2013,FY,10-K,,,0001193125-14-069681
StockholdersEquity,USD,,2011-12-31,224045000,2014,FY,10-K,,CY2011Q4I,0001564590-15-001031
StockholdersEquity,USD,,2012-03-31,153874000,2012,Q1,10-Q,,CY2012Q1I,0001193125-12-225825
StockholdersEquity,USD,,2012-06-30,62215000,2012,Q2,10-Q,,CY2012Q2I,0001193125-12-332138
StockholdersEquity,USD,,2012-09-30,-27875000,2012,Q3,10-Q,,CY2012Q3I,0001193125-12-457610
StockholdersEquity,USD,,2012-12-31,124700000,2012,FY,10-K,,,0001193125-13-096241
StockholdersEquity,USD,,2012-12-31,124700000,2013,Q1,10-Q,,,0001193125-13-212354
StockholdersEquity,USD,,2012-12-31,124700000,2013,Q2,10-Q,,,0001193125-13-327916
StockholdersEquity,USD,,2012-12-31,124700000,2013,Q3,10-Q,,,0001193125-13-435480
StockholdersEquity,USD,,2012-12-31,124700000,2013,FY,10-K,,,0001193125-14-069681
StockholdersEquity,USD,,2012-12-31,124700000,2014,FY,10-K,,,0001564590-15-001031
StockholdersEquity,USD,,2012-12-31,124700000,2015,FY,10-K,,CY2012Q4I,0001564590-16-013195
WeightedAverageNumberOfDilutedSharesOutstanding,shares,2012-01-01,2012-03-31,104784343,2013,Q1,10-Q,,CY2012Q1,0001193125-13-212354
